id_usuario,tipo,nombre_empresa,documento_nit,telefono,correo,direccion
80,Proveedor,Comercial del Norte & Cía,863020657-4,3112516313,comercialdel@outlook.com,"Calle 98 #82-91, Bogotá"
81,Proveedor,Grupo Comercial XYZ,887073661-0,3127014016,grupocomerci@empresa.co,"Diagonal 19 #32-68, Manizales"
82,Proveedor,TechSupply SAS SAS,821197904-9,3217418028,techsupplysa@yahoo.com,"Carrera 64 #75-19, Barranquilla"
83,Cliente,Abastecedores Nacionales Ltda,979003692-0,3508805654,abastecedore@empresa.co,"Transversal 21 #10-57, Pereira"
84,Cliente,Grupo Comercial XYZ Corp,985304622-4,3156068760,grupocomerci@hotmail.com,"Diagonal 110 #62-14, Barranquilla"
85,Cliente,Soluciones Empresariales & Cía,987711299-4,3007640518,solucionesem@empresa.co,"Calle 73 #88-96, Medellín"
86,Proveedor,Corporación Integral SA,962957768-5,3114189885,corporacióni@yahoo.com,"Avenida 87 #97-93, Cali"
87,Cliente,  COMERCIAL DEL NORTE SA  ,808956222-9,3133204724,comercialdel@gmail.com,"Avenida 42 #96-54, Cali"
88,cliente,Cadena de Valor SAS SA,844169557-4,3509084065,cadenadevalo@empresa.co,"Avenida 103 #15-60, Bogotá"
89,Cliente,Distribuidora Latina & Cía,824240492-6,3005436878,distribuidor@yahoo.com,"Calle 59 #48-87, Cartagena"
90,Proveedor,Soluciones Empresariales,926561108-0,3176503032,solucionesem@yahoo.com,"Carrera 83 #9-82, Bucaramanga"
91,,Grupo Comercial XYZ Corp,831319958-2,3001624315,grupocomerci@empresa.co,"Diagonal 15 #13-31, Cúcuta"
92,Cliente,Soluciones Empresariales Corp,957662973-2,3507960607,solucionesem@gmail.com,"Diagonal 79 #53-36, Medellín"
93,Cliente,Logística Express Ltda,863381003-5,3017162857,logísticaexp@yahoo.com,"Avenida 8 #51-36, Barranquilla"
94,Proveedor,Red de Proveedores,972256231-9,3001848566,reddeproveed@empresa.co,"Carrera 17 #73-27, Bogotá"
95,Proveedor,Cadena de Valor SAS SAS,862545106-5,3203475548,cadenadevalo@yahoo.com,
96,,TechSupply SAS,835380660-0,3134991829,techsupplysa@yahoo.com,"Avenida 3 #23-34, Medellín"
97,Proveedor,Servicios y Bienes SA,927841302-7,3207074006,serviciosybi@yahoo.com,"Transversal 14 #58-65, Barranquilla"
98,Cliente,Comercial del Norte Corp,922954852-0,,comercialdel@outlook.com,"Diagonal 88 #14-63, Bucaramanga"
99,Proveedor,Suministros Globales SA,817631441-2,3126455706,suministrosg@outlook.com,"Transversal 68 #38-59, Cúcuta"
100,Proveedor,Importadora del Valle Corp,975748171-8,3194607488,importadorad@outlook.com,"Diagonal 114 #30-53, Pereira"
101,Proveedor,Distribuidora Latina Ltda,883899059-6,3135276341,distribuidor@empresa.co,"Carrera 88 #61-9, Bogotá"
102,Proveedor,Suministros Globales Ltda,999874078-5,3203182975,suministrosg@yahoo.com,"Calle 76 #72-72, Pereira"
103,Cliente,Almacenes Progreso SA,993558252-0,3126242022,almacenespro@empresa.co,"Calle 74 #65-28, Cali"
104,Cliente,Mercantil del Sur,949321376-5,3015673599,mercantildel@yahoo.com,"Carrera 104 #55-72, Ibagué"
105,Cliente,Cadena de Valor SAS,807772061-2,3126183902,cadenadevalo@empresa.co,"Avenida 1 #24-19, Ibagué"
106,Proveedor,Suministros Globales SAS,824631015-8,3117311494,suministrosg@outlook.com,"Diagonal 44 #21-48, Cartagena"
107,Proveedor,Nexo Comercial & Cía,814122074-2,3101834876,nexocomercia@gmail.com,"Avenida 57 #85-55, Bucaramanga"
108,Proveedor,Almacenes Progreso SA,937531915-1,3138212753,almacenespro@gmail.com,"Avenida 87 #87-76, Bucaramanga"
109,Proveedor,Grupo Comercial XYZ,906102708-9,3001128967,grupocomerci@hotmail.com,
110,Cliente,Importadora del Valle,915603075-2,,importadorad@yahoo.com,"Carrera 65 #72-86, Pereira"
111,Proveedor,Comercial del Norte Ltda,923414341-1,3216252285,comercialdel@yahoo.com,
112,Cliente,Distribuidora Latina,846136855-9,3157070880,distribuidor@gmail.com,"Diagonal 109 #14-32, Manizales"
113,Cliente,Servicios y Bienes SA,883288692-5,3116587964,serviciosybi@hotmail.com,"Calle 66 #82-15, Cúcuta"
114,Proveedor,Soluciones Empresariales SA,,3105294434,solucionesem@hotmail.com,"Carrera 78 #20-98, Bogotá"
115,Cliente,Corporación Integral Ltda,982840374-9,3186422534,corporacióni@empresa.co,"Carrera 57 #9-61, Bucaramanga"
116,Proveedor,Abastecedores Nacionales & Cía,894473770-8,,abastecedore@outlook.com,"Diagonal 5 #8-48, Cartagena"
117,Cliente,Suministros Globales & Cía,924208214-9,3161688246,suministrosg@outlook.com,"Transversal 84 #25-42, Ibagué"
118,Cliente,Proveedores Unidos,827783573-5,3192414808,proveedoresu@yahoo.com,"Carrera 6 #32-91, Bucaramanga"
119,Proveedor,Servicios y Bienes SA & Cía,897683114-5,,serviciosybi@outlook.com,"Diagonal 100 #44-87, Ibagué"
120,Cliente,Inversiones Omega,825368746-8,3187485471,inversioneso@empresa.co,"Avenida 93 #85-78, Cali"
121,Proveedor,Nexo Comercial Corp,893904302-4,3187575963,nexocomercia@hotmail.com,"Transversal 91 #11-40, Cúcuta"
122,Proveedor,Inversiones Omega SAS,973415966-6,3167070468,inversioneso@gmail.com,"Avenida 40 #24-28, Pereira"
123,Proveedor,Corporación Integral SAS,836927419-2,3015962567,,"Transversal 99 #70-95, Cúcuta"
124,Proveedor,Inversiones Omega & Cía,960322121-6,3103722056,,"Transversal 104 #22-93, Bucaramanga"
125,Proveedor,Soluciones Empresariales Corp,919238682-9,3128531761,solucionesem@hotmail.com,"Transversal 31 #40-61, Barranquilla"
126,Cliente,Nexo Comercial Ltda,875637522-6,3169849306,nexocomercia@outlook.com,"Carrera 105 #26-78, Cali"
127,Cliente,Comercial del Norte Corp,899646490-8,3502721170,comercialdel@yahoo.com,
128,Cliente,Servicios y Bienes SA SAS,824619173-3,3218568671,serviciosybi@empresa.co,"Calle 54 #7-51, Cúcuta"
129,Cliente,Distribuidora Latina,860274165-0,3132662338,distribuidor@empresa.co,"Carrera 18 #5-37, Bucaramanga"
130,Cliente,Proveedores Unidos Corp,920420541-9,3002329187,proveedoresu@gmail.com,"Avenida 28 #20-71, Ibagué"
131,Proveedor,Importadora del Valle SA,880839659-1,3005000351,importadorad@outlook.com,"Transversal 59 #9-15, Bucaramanga"
132,Proveedor,Distribuciones Andinas Corp,,3128201433,distribucion@gmail.com,"Transversal 46 #31-74, Manizales"
133,Cliente,Suministros Globales & Cía,818167529-8,3169511546,suministrosg@yahoo.com,"Transversal 3 #50-61, Medellín"
134,Proveedor,Soluciones Empresariales SA,895856656-1,3135045421,,"Transversal 95 #97-43, Cali"
135,Proveedor,Cadena de Valor SAS SA,983793076-7,3199028420,cadenadevalo@hotmail.com,
136,Proveedor,Comercial del Norte SAS,884717106-4,3167681090,comercialdel@yahoo.com,
137,Cliente,Comercial del Norte Corp,873341025-1,3207174337,comercialdel@outlook.com,"Diagonal 96 #57-50, Pereira"
138,Cliente,Corporación Integral Corp,898608938-8,3122385991,corporacióni@outlook.com,
139,Cliente,Importadora del Valle,977414153-4,3128481225,importadorad@yahoo.com,"Diagonal 22 #89-57, Pereira"
140,Cliente,Soluciones Empresariales & Cía,873700393-0,3017815076,solucionesem@empresa.co,"Transversal 103 #96-87, Cali"
141,Cliente,Proveedores Unidos & Cía,,3014959345,proveedoresu@empresa.co,"Avenida 50 #73-5, Ibagué"
142,Cliente,  RED DE PROVEEDORES SA  ,919169044-1,3173310140,reddeproveed@yahoo.com,"Avenida 51 #41-84, Cartagena"
143,Proveedor,Importadora del Valle,933961093-8,3142975701,importadorad@empresa.co,
144,Proveedor,Corporación Integral SAS,836434319-1,3153896693,corporacióni@outlook.com,"Calle 104 #88-41, Pereira"
145,Cliente,  CADENA DE VALOR SAS & CÍA  ,880519007-2,3193920762,cadenadevalo@empresa.co,"Transversal 29 #16-26, Cali"
146,Cliente,Corporación Integral,948718997-9,3138841768,corporacióni@yahoo.com,"Carrera 79 #12-9, Cartagena"
147,Cliente,Corporación Integral & Cía,909906474-9,3013102634,corporacióni@empresa.co,"Calle 58 #60-88, Cúcuta"
148,Proveedor,Cadena de Valor SAS Corp,834637021-6,3161929673,cadenadevalo@gmail.com,"Transversal 20 #39-22, Cali"
149,Cliente,Mercantil del Sur SA,821168794-4,3115604524,mercantildel@hotmail.com,"Avenida 79 #69-12, Cúcuta"
150,Proveedor,Nexo Comercial & Cía,845956316-9,3196664316,nexocomercia@yahoo.com,"Calle 106 #4-11, Medellín"
151,Proveedor,  NEXO COMERCIAL SA  ,953581911-6,3171508113,nexocomercia@outlook.com,"Transversal 38 #83-39, Bucaramanga"
152,OTRO,Distribuidora Latina SA,819588546-0,3108375356,distribuidor@outlook.com,"Diagonal 60 #27-44, Ibagué"
153,Proveedor,  SOLUCIONES EMPRESARIALES LTDA  ,899466126-8,3162781470,solucionesem@empresa.co,"Carrera 60 #16-35, Bucaramanga"
154,Cliente,Importadora del Valle,,3145165284,importadorad@hotmail.com,"Avenida 120 #74-93, Pereira"
155,Cliente,TechSupply SAS Ltda,933884788-4,3151388833,techsupplysa@gmail.com,"Diagonal 65 #59-31, Barranquilla"
156,Cliente,Comercial del Norte,932847151-9,3508895137,comercialdel@empresa.co,"Transversal 2 #14-56, Cali"
157,Cliente,Soluciones Empresariales Ltda,812144663-6,3004265774,solucionesem@empresa.co,"Transversal 37 #10-50, Cúcuta"
158,Proveedor,Cadena de Valor SAS SA,834537814-1,3147261229,cadenadevalo@empresa.co,"Transversal 47 #97-19, Barranquilla"
159,OTRO,Distribuidora Latina & Cía,812161027-0,3106587495,distribuidor@outlook.com,"Transversal 59 #20-78, Cúcuta"
160,Cliente,TechSupply SAS Ltda,959376748-5,3169551583,techsupplysa@yahoo.com,"Diagonal 91 #73-39, Bucaramanga"
161,Proveedor,  SOLUCIONES EMPRESARIALES SA  ,911814177-9,3121447065,solucionesem@yahoo.com,"Diagonal 34 #84-75, Ibagué"
162,Cliente,Comercial del Norte & Cía,,3187378535,comercialdel@hotmail.com,"Carrera 5 #74-90, Bogotá"
163,Cliente,Red de Proveedores SA,840649519-6,3194420734,reddeproveed@outlook.com,"Transversal 100 #79-61, Medellín"
164,Cliente,Servicios y Bienes SA SAS,977765153-7,3167322070,serviciosybi@empresa.co,"Carrera 59 #69-44, Cúcuta"
165,Cliente,Abastecedores Nacionales & Cía,851610519-3,3126007984,abastecedore@hotmail.com,"Avenida 99 #37-91, Barranquilla"
166,Cliente,Corporación Integral SA,893631139-8,3505587856,corporacióni@empresa.co,"Calle 74 #87-70, Manizales"
167,Proveedor,  DISTRIBUIDORA LATINA SA  ,877967791-0,3122325893,distribuidor@empresa.co,"Diagonal 84 #33-96, Bucaramanga"
168,Cliente,Cadena de Valor SAS SA,836848929-1,,cadenadevalo@hotmail.com,"Calle 86 #68-29, Barranquilla"
169,Cliente,Almacenes Progreso SA,826989817-2,3003649811,almacenespro@outlook.com,"Diagonal 62 #84-26, Cartagena"
170,Proveedor,Comercial del Norte,,3503937099,comercialdel@outlook.com,"Carrera 120 #5-51, Bucaramanga"
171,Proveedor,Grupo Comercial XYZ,880099049-9,3172800206,grupocomerci@empresa.co,"Avenida 59 #83-70, Cúcuta"
172,Cliente,Proveedores Unidos & Cía,873239146-3,3202889899,proveedoresu@empresa.co,"Carrera 94 #59-83, Cartagena"
173,Cliente,Distribuciones Andinas Corp,879194970-9,3184240708,distribucion@hotmail.com,"Transversal 110 #82-52, Manizales"
174,Proveedor,Suministros Globales Ltda,849601825-2,3156429135,suministrosg@hotmail.com,"Calle 34 #50-31, Bucaramanga"
175,Proveedor,Inversiones Omega SA,870210139-5,3194964499,inversioneso@gmail.com,"Calle 60 #40-21, Manizales"
176,Proveedor,Grupo Comercial XYZ Corp,971452765-4,3134705235,grupocomerci@hotmail.com,"Carrera 62 #20-59, Ibagué"
177,Proveedor,Cadena de Valor SAS Ltda,866428495-9,3212373555,cadenadevalo@yahoo.com,"Diagonal 68 #91-47, Bogotá"
178,Proveedor,Importadora del Valle,953733435-8,3103760475,importadorad@empresa.co,"Transversal 57 #15-88, Barranquilla"
179,Cliente,Corporación Integral,814934623-7,3109610869,corporacióni@outlook.com,"Diagonal 73 #8-72, Bucaramanga"
180,Proveedor,Grupo Comercial XYZ Corp,906286672-4,3211050591,grupocomerci@hotmail.com,"Transversal 10 #6-55, Pereira"
181,Proveedor,Cadena de Valor SAS,926720648-0,3127859648,cadenadevalo@hotmail.com,"Carrera 99 #83-94, Manizales"
182,cliente,Distribuidora Latina Ltda,900836581-1,3183231198,distribuidor@empresa.co,"Calle 23 #69-51, Cúcuta"
183,Cliente,Distribuciones Andinas,924286662-8,3149924365,distribucion@outlook.com,
184,Cliente,Importadora del Valle,965067190-0,3114457475,importadorad@gmail.com,"Calle 77 #5-58, Ibagué"
185,Proveedor,Comercial del Norte SAS,907982282-7,3114645172,comercialdel@gmail.com,"Carrera 65 #38-30, Ibagué"
186,Cliente,GlobalTrade Colombia Corp,863593442-4,3503403511,globaltradec@yahoo.com,"Carrera 53 #39-36, Medellín"
187,Proveedor,Nexo Comercial Corp,968038753-6,3169315137,nexocomercia@gmail.com,"Avenida 83 #86-49, Cúcuta"
188,Proveedor,Almacenes Progreso Ltda,880500704-6,3108944327,almacenespro@hotmail.com,"Carrera 39 #91-19, Bucaramanga"
189,Cliente,Cadena de Valor SAS Ltda,949595524-8,3107516590,cadenadevalo@hotmail.com,"Avenida 27 #43-83, Bogotá"
190,Proveedor,  SOLUCIONES EMPRESARIALES  ,813834258-4,3141663497,solucionesem@gmail.com,"Carrera 103 #98-76, Cúcuta"
191,Cliente,Logística Express SA,804116111-3,3504188068,logísticaexp@gmail.com,"Diagonal 118 #32-90, Ibagué"
192,Cliente,Distribuidora Latina SAS,875983125-6,3159953163,distribuidor@empresa.co,"Avenida 34 #47-66, Bucaramanga"
193,Proveedor,Corporación Integral SA,899510345-5,3141766977,corporacióni@yahoo.com,"Carrera 95 #19-3, Cartagena"
194,Cliente,Nexo Comercial & Cía,879240076-2,3116534221,nexocomercia@hotmail.com,"Diagonal 73 #32-64, Cúcuta"
195,Cliente,Inversiones Omega SA,,3153822492,inversioneso@empresa.co,"Carrera 18 #93-70, Bucaramanga"
196,Proveedor,Cadena de Valor SAS Corp,940645258-0,,cadenadevalo@gmail.com,"Calle 53 #18-81, Barranquilla"
197,Proveedor,Proveedores Unidos,935756646-7,3132014184,,"Transversal 117 #62-85, Bucaramanga"
198,Cliente,Cadena de Valor SAS & Cía,803181221-0,3165609384,cadenadevalo@yahoo.com,"Avenida 3 #65-90, Manizales"
199,Proveedor,TechSupply SAS,940763634-2,,techsupplysa@yahoo.com,"Transversal 33 #46-35, Manizales"
200,Proveedor,Distribuidora Latina Ltda,987162948-3,3122352527,distribuidor@gmail.com,"Calle 52 #49-49, Cúcuta"
201,Proveedor,  DISTRIBUCIONES ANDINAS CORP  ,822195886-7,3218279795,distribucion@empresa.co,"Transversal 110 #13-68, Medellín"
202,Cliente,Nexo Comercial Ltda,812498883-1,3185703878,,"Transversal 85 #5-23, Pereira"
203,Proveedor,Logística Express & Cía,991317008-6,3502290796,logísticaexp@empresa.co,"Carrera 73 #31-73, Manizales"
204,Cliente,Cadena de Valor SAS SA,998573833-2,3202315798,cadenadevalo@yahoo.com,"Avenida 7 #13-56, Barranquilla"
205,Cliente,Inversiones Omega & Cía,887611064-0,3185585666,inversioneso@outlook.com,"Diagonal 30 #46-71, Manizales"
206,Cliente,Nexo Comercial Corp,823003339-9,3125134741,nexocomercia@gmail.com,"Calle 35 #20-49, Cali"
207,Proveedor,Inversiones Omega SA,824567329-0,3128461429,inversioneso@empresa.co,"Avenida 14 #17-12, Cali"
208,Cliente,Cadena de Valor SAS & Cía,827727484-0,3016937696,,"Calle 77 #77-42, Manizales"
209,OTRO,Almacenes Progreso Ltda,994573787-8,3505072543,almacenespro@yahoo.com,"Transversal 22 #88-49, Cali"
210,Proveedor,Abastecedores Nacionales Ltda,816983147-2,3145629871,abastecedore@outlook.com,"Avenida 62 #10-47, Cartagena"
211,Proveedor,Corporación Integral & Cía,922906297-1,3106111313,corporacióni@gmail.com,"Diagonal 43 #80-49, Pereira"
212,Proveedor,Almacenes Progreso Corp,880647482-5,3174369728,almacenespro@outlook.com,"Avenida 23 #51-41, Cartagena"
213,Proveedor,Corporación Integral & Cía,887479421-6,3127592357,corporacióni@empresa.co,"Calle 120 #73-26, Ibagué"
214,Proveedor,TechSupply SAS Corp,995209851-7,3194517316,techsupplysa@outlook.com,"Avenida 107 #89-9, Manizales"
215,Cliente,Proveedores Unidos Corp,864967062-4,3183586094,proveedoresu@outlook.com,"Diagonal 10 #58-77, Bucaramanga"
216,Cliente,Cadena de Valor SAS & Cía,945933648-0,3207031903,cadenadevalo@yahoo.com,"Transversal 82 #11-14, Barranquilla"
217,Proveedor,Soluciones Empresariales SAS,951188294-6,3206563269,solucionesem@outlook.com,"Calle 2 #13-34, Barranquilla"
218,,Servicios y Bienes SA & Cía,919662769-5,3148768911,serviciosybi@yahoo.com,"Transversal 20 #45-4, Bucaramanga"
219,Proveedor,Suministros Globales,893503760-4,3138639213,suministrosg@hotmail.com,"Transversal 62 #45-61, Bogotá"
220,Proveedor,Red de Proveedores SA,880601526-0,3202930810,reddeproveed@gmail.com,"Avenida 83 #14-87, Cali"
221,Proveedor,Mercantil del Sur & Cía,,3138153291,mercantildel@outlook.com,"Carrera 103 #52-81, Cali"
222,Proveedor,  ALMACENES PROGRESO LTDA  ,997941182-9,3504310554,almacenespro@outlook.com,"Transversal 55 #50-1, Barranquilla"
223,Proveedor,Suministros Globales & Cía,944120046-2,3136469119,suministrosg@hotmail.com,"Diagonal 15 #34-86, Bucaramanga"
