id_usuario,tipo,nombre_empresa,documento_nit,telefono,correo,direccion
69,Cliente,Nexo Comercial Ltda,824492696-7,3137850944.0,nexocomercia@empresa.co,"Avenida 86 #14-21, Pereira"
70,Cliente,Corporación Integral Sa,947665435-0,3152477398.0,corporacióni@empresa.co,"Avenida 42 #15-99, Manizales"
71,Cliente,Distribuciones Andinas Corp,910930301-0,3119697969.0,distribucion@empresa.co,"Transversal 97 #64-81, Bucaramanga"
72,Proveedor,Logística Express Sa,877317235-7,3509132114.0,logísticaexp@gmail.com,"Calle 81 #78-31, Cali"
73,Cliente,Distribuciones Andinas & Cía,825020655-3,3212903561.0,distribucion@outlook.com,"Calle 83 #20-64, Cartagena"
74,Cliente,Abastecedores Nacionales Ltda,926760532-3,3153426689.0,abastecedore@outlook.com,"Carrera 118 #77-66, Cali"
75,Cliente,Abastecedores Nacionales Ltda,936294795-4,3211043037.0,abastecedore@empresa.co,"Avenida 108 #76-75, Bucaramanga"
76,Cliente,Red De Proveedores & Cía,892643503-5,3167328534.0,reddeproveed@outlook.com,"Avenida 112 #25-90, Barranquilla"
77,Proveedor,Mercantil Del Sur Ltda,885409807-7,3197395997.0,mercantildel@outlook.com,"Carrera 64 #5-17, Cúcuta"
78,Cliente,Inversiones Omega,826766155-8,3508665981.0,inversioneso@gmail.com,"Carrera 53 #84-20, Bogotá"
79,Cliente,Abastecedores Nacionales Sa,974439199-1,3216512415.0,abastecedore@yahoo.com,"Diagonal 41 #81-92, Bucaramanga"
80,Proveedor,Comercial Del Norte & Cía,863020657-4,3112516313.0,comercialdel@outlook.com,"Calle 98 #82-91, Bogotá"
81,Proveedor,Grupo Comercial Xyz,887073661-0,3127014016.0,grupocomerci@empresa.co,"Diagonal 19 #32-68, Manizales"
82,Proveedor,Techsupply Sas Sas,821197904-9,3217418028.0,techsupplysa@yahoo.com,"Carrera 64 #75-19, Barranquilla"
83,Cliente,Abastecedores Nacionales Ltda,979003692-0,3508805654.0,abastecedore@empresa.co,"Transversal 21 #10-57, Pereira"
84,Cliente,Grupo Comercial Xyz Corp,985304622-4,3156068760.0,grupocomerci@hotmail.com,"Diagonal 110 #62-14, Barranquilla"
85,Cliente,Soluciones Empresariales & Cía,987711299-4,3007640518.0,solucionesem@empresa.co,"Calle 73 #88-96, Medellín"
86,Proveedor,Corporación Integral Sa,962957768-5,3114189885.0,corporacióni@yahoo.com,"Avenida 87 #97-93, Cali"
87,Cliente,Comercial Del Norte Sa,808956222-9,3133204724.0,comercialdel@gmail.com,"Avenida 42 #96-54, Cali"
88,Cliente,Cadena De Valor Sas Sa,844169557-4,3509084065.0,cadenadevalo@empresa.co,"Avenida 103 #15-60, Bogotá"
89,Cliente,Distribuidora Latina & Cía,824240492-6,3005436878.0,distribuidor@yahoo.com,"Calle 59 #48-87, Cartagena"
90,Proveedor,Soluciones Empresariales,926561108-0,3176503032.0,solucionesem@yahoo.com,"Carrera 83 #9-82, Bucaramanga"
92,Cliente,Soluciones Empresariales Corp,957662973-2,3507960607.0,solucionesem@gmail.com,"Diagonal 79 #53-36, Medellín"
93,Cliente,Logística Express Ltda,863381003-5,3017162857.0,logísticaexp@yahoo.com,"Avenida 8 #51-36, Barranquilla"
94,Proveedor,Red De Proveedores,972256231-9,3001848566.0,reddeproveed@empresa.co,"Carrera 17 #73-27, Bogotá"
95,Proveedor,Cadena De Valor Sas Sas,862545106-5,3203475548.0,cadenadevalo@yahoo.com,Sin dirección
97,Proveedor,Servicios Y Bienes Sa,927841302-7,3207074006.0,serviciosybi@yahoo.com,"Transversal 14 #58-65, Barranquilla"
98,Cliente,Comercial Del Norte Corp,922954852-0,Sin teléfono,comercialdel@outlook.com,"Diagonal 88 #14-63, Bucaramanga"
99,Proveedor,Suministros Globales Sa,817631441-2,3126455706.0,suministrosg@outlook.com,"Transversal 68 #38-59, Cúcuta"
100,Proveedor,Importadora Del Valle Corp,975748171-8,3194607488.0,importadorad@outlook.com,"Diagonal 114 #30-53, Pereira"
101,Proveedor,Distribuidora Latina Ltda,883899059-6,3135276341.0,distribuidor@empresa.co,"Carrera 88 #61-9, Bogotá"
102,Proveedor,Suministros Globales Ltda,999874078-5,3203182975.0,suministrosg@yahoo.com,"Calle 76 #72-72, Pereira"
103,Cliente,Almacenes Progreso Sa,993558252-0,3126242022.0,almacenespro@empresa.co,"Calle 74 #65-28, Cali"
104,Cliente,Mercantil Del Sur,949321376-5,3015673599.0,mercantildel@yahoo.com,"Carrera 104 #55-72, Ibagué"
105,Cliente,Cadena De Valor Sas,807772061-2,3126183902.0,cadenadevalo@empresa.co,"Avenida 1 #24-19, Ibagué"
106,Proveedor,Suministros Globales Sas,824631015-8,3117311494.0,suministrosg@outlook.com,"Diagonal 44 #21-48, Cartagena"
107,Proveedor,Nexo Comercial & Cía,814122074-2,3101834876.0,nexocomercia@gmail.com,"Avenida 57 #85-55, Bucaramanga"
108,Proveedor,Almacenes Progreso Sa,937531915-1,3138212753.0,almacenespro@gmail.com,"Avenida 87 #87-76, Bucaramanga"
109,Proveedor,Grupo Comercial Xyz,906102708-9,3001128967.0,grupocomerci@hotmail.com,Sin dirección
110,Cliente,Importadora Del Valle,915603075-2,Sin teléfono,importadorad@yahoo.com,"Carrera 65 #72-86, Pereira"
111,Proveedor,Comercial Del Norte Ltda,923414341-1,3216252285.0,comercialdel@yahoo.com,Sin dirección
112,Cliente,Distribuidora Latina,846136855-9,3157070880.0,distribuidor@gmail.com,"Diagonal 109 #14-32, Manizales"
113,Cliente,Servicios Y Bienes Sa,883288692-5,3116587964.0,serviciosybi@hotmail.com,"Calle 66 #82-15, Cúcuta"
114,Proveedor,Soluciones Empresariales Sa,Sin documento,3105294434.0,solucionesem@hotmail.com,"Carrera 78 #20-98, Bogotá"
115,Cliente,Corporación Integral Ltda,982840374-9,3186422534.0,corporacióni@empresa.co,"Carrera 57 #9-61, Bucaramanga"
116,Proveedor,Abastecedores Nacionales & Cía,894473770-8,Sin teléfono,abastecedore@outlook.com,"Diagonal 5 #8-48, Cartagena"
117,Cliente,Suministros Globales & Cía,924208214-9,3161688246.0,suministrosg@outlook.com,"Transversal 84 #25-42, Ibagué"
118,Cliente,Proveedores Unidos,827783573-5,3192414808.0,proveedoresu@yahoo.com,"Carrera 6 #32-91, Bucaramanga"
119,Proveedor,Servicios Y Bienes Sa & Cía,897683114-5,Sin teléfono,serviciosybi@outlook.com,"Diagonal 100 #44-87, Ibagué"
120,Cliente,Inversiones Omega,825368746-8,3187485471.0,inversioneso@empresa.co,"Avenida 93 #85-78, Cali"
121,Proveedor,Nexo Comercial Corp,893904302-4,3187575963.0,nexocomercia@hotmail.com,"Transversal 91 #11-40, Cúcuta"
122,Proveedor,Inversiones Omega Sas,973415966-6,3167070468.0,inversioneso@gmail.com,"Avenida 40 #24-28, Pereira"
123,Proveedor,Corporación Integral Sas,836927419-2,3015962567.0,Sin correo,"Transversal 99 #70-95, Cúcuta"
124,Proveedor,Inversiones Omega & Cía,960322121-6,3103722056.0,Sin correo,"Transversal 104 #22-93, Bucaramanga"
125,Proveedor,Soluciones Empresariales Corp,919238682-9,3128531761.0,solucionesem@hotmail.com,"Transversal 31 #40-61, Barranquilla"
126,Cliente,Nexo Comercial Ltda,875637522-6,3169849306.0,nexocomercia@outlook.com,"Carrera 105 #26-78, Cali"
127,Cliente,Comercial Del Norte Corp,899646490-8,3502721170.0,comercialdel@yahoo.com,Sin dirección
128,Cliente,Servicios Y Bienes Sa Sas,824619173-3,3218568671.0,serviciosybi@empresa.co,"Calle 54 #7-51, Cúcuta"
129,Cliente,Distribuidora Latina,860274165-0,3132662338.0,distribuidor@empresa.co,"Carrera 18 #5-37, Bucaramanga"
130,Cliente,Proveedores Unidos Corp,920420541-9,3002329187.0,proveedoresu@gmail.com,"Avenida 28 #20-71, Ibagué"
131,Proveedor,Importadora Del Valle Sa,880839659-1,3005000351.0,importadorad@outlook.com,"Transversal 59 #9-15, Bucaramanga"
132,Proveedor,Distribuciones Andinas Corp,Sin documento,3128201433.0,distribucion@gmail.com,"Transversal 46 #31-74, Manizales"
133,Cliente,Suministros Globales & Cía,818167529-8,3169511546.0,suministrosg@yahoo.com,"Transversal 3 #50-61, Medellín"
134,Proveedor,Soluciones Empresariales Sa,895856656-1,3135045421.0,Sin correo,"Transversal 95 #97-43, Cali"
135,Proveedor,Cadena De Valor Sas Sa,983793076-7,3199028420.0,cadenadevalo@hotmail.com,Sin dirección
136,Proveedor,Comercial Del Norte Sas,884717106-4,3167681090.0,comercialdel@yahoo.com,Sin dirección
137,Cliente,Comercial Del Norte Corp,873341025-1,3207174337.0,comercialdel@outlook.com,"Diagonal 96 #57-50, Pereira"
138,Cliente,Corporación Integral Corp,898608938-8,3122385991.0,corporacióni@outlook.com,Sin dirección
139,Cliente,Importadora Del Valle,977414153-4,3128481225.0,importadorad@yahoo.com,"Diagonal 22 #89-57, Pereira"
140,Cliente,Soluciones Empresariales & Cía,873700393-0,3017815076.0,solucionesem@empresa.co,"Transversal 103 #96-87, Cali"
141,Cliente,Proveedores Unidos & Cía,Sin documento,3014959345.0,proveedoresu@empresa.co,"Avenida 50 #73-5, Ibagué"
142,Cliente,Red De Proveedores Sa,919169044-1,3173310140.0,reddeproveed@yahoo.com,"Avenida 51 #41-84, Cartagena"
143,Proveedor,Importadora Del Valle,933961093-8,3142975701.0,importadorad@empresa.co,Sin dirección
144,Proveedor,Corporación Integral Sas,836434319-1,3153896693.0,corporacióni@outlook.com,"Calle 104 #88-41, Pereira"
145,Cliente,Cadena De Valor Sas & Cía,880519007-2,3193920762.0,cadenadevalo@empresa.co,"Transversal 29 #16-26, Cali"
146,Cliente,Corporación Integral,948718997-9,3138841768.0,corporacióni@yahoo.com,"Carrera 79 #12-9, Cartagena"
147,Cliente,Corporación Integral & Cía,909906474-9,3013102634.0,corporacióni@empresa.co,"Calle 58 #60-88, Cúcuta"
148,Proveedor,Cadena De Valor Sas Corp,834637021-6,3161929673.0,cadenadevalo@gmail.com,"Transversal 20 #39-22, Cali"
149,Cliente,Mercantil Del Sur Sa,821168794-4,3115604524.0,mercantildel@hotmail.com,"Avenida 79 #69-12, Cúcuta"
150,Proveedor,Nexo Comercial & Cía,845956316-9,3196664316.0,nexocomercia@yahoo.com,"Calle 106 #4-11, Medellín"
151,Proveedor,Nexo Comercial Sa,953581911-6,3171508113.0,nexocomercia@outlook.com,"Transversal 38 #83-39, Bucaramanga"
153,Proveedor,Soluciones Empresariales Ltda,899466126-8,3162781470.0,solucionesem@empresa.co,"Carrera 60 #16-35, Bucaramanga"
154,Cliente,Importadora Del Valle,Sin documento,3145165284.0,importadorad@hotmail.com,"Avenida 120 #74-93, Pereira"
155,Cliente,Techsupply Sas Ltda,933884788-4,3151388833.0,techsupplysa@gmail.com,"Diagonal 65 #59-31, Barranquilla"
156,Cliente,Comercial Del Norte,932847151-9,3508895137.0,comercialdel@empresa.co,"Transversal 2 #14-56, Cali"
157,Cliente,Soluciones Empresariales Ltda,812144663-6,3004265774.0,solucionesem@empresa.co,"Transversal 37 #10-50, Cúcuta"
158,Proveedor,Cadena De Valor Sas Sa,834537814-1,3147261229.0,cadenadevalo@empresa.co,"Transversal 47 #97-19, Barranquilla"
160,Cliente,Techsupply Sas Ltda,959376748-5,3169551583.0,techsupplysa@yahoo.com,"Diagonal 91 #73-39, Bucaramanga"
161,Proveedor,Soluciones Empresariales Sa,911814177-9,3121447065.0,solucionesem@yahoo.com,"Diagonal 34 #84-75, Ibagué"
162,Cliente,Comercial Del Norte & Cía,Sin documento,3187378535.0,comercialdel@hotmail.com,"Carrera 5 #74-90, Bogotá"
163,Cliente,Red De Proveedores Sa,840649519-6,3194420734.0,reddeproveed@outlook.com,"Transversal 100 #79-61, Medellín"
164,Cliente,Servicios Y Bienes Sa Sas,977765153-7,3167322070.0,serviciosybi@empresa.co,"Carrera 59 #69-44, Cúcuta"
165,Cliente,Abastecedores Nacionales & Cía,851610519-3,3126007984.0,abastecedore@hotmail.com,"Avenida 99 #37-91, Barranquilla"
166,Cliente,Corporación Integral Sa,893631139-8,3505587856.0,corporacióni@empresa.co,"Calle 74 #87-70, Manizales"
167,Proveedor,Distribuidora Latina Sa,877967791-0,3122325893.0,distribuidor@empresa.co,"Diagonal 84 #33-96, Bucaramanga"
168,Cliente,Cadena De Valor Sas Sa,836848929-1,Sin teléfono,cadenadevalo@hotmail.com,"Calle 86 #68-29, Barranquilla"
169,Cliente,Almacenes Progreso Sa,826989817-2,3003649811.0,almacenespro@outlook.com,"Diagonal 62 #84-26, Cartagena"
170,Proveedor,Comercial Del Norte,Sin documento,3503937099.0,comercialdel@outlook.com,"Carrera 120 #5-51, Bucaramanga"
171,Proveedor,Grupo Comercial Xyz,880099049-9,3172800206.0,grupocomerci@empresa.co,"Avenida 59 #83-70, Cúcuta"
172,Cliente,Proveedores Unidos & Cía,873239146-3,3202889899.0,proveedoresu@empresa.co,"Carrera 94 #59-83, Cartagena"
173,Cliente,Distribuciones Andinas Corp,879194970-9,3184240708.0,distribucion@hotmail.com,"Transversal 110 #82-52, Manizales"
174,Proveedor,Suministros Globales Ltda,849601825-2,3156429135.0,suministrosg@hotmail.com,"Calle 34 #50-31, Bucaramanga"
175,Proveedor,Inversiones Omega Sa,870210139-5,3194964499.0,inversioneso@gmail.com,"Calle 60 #40-21, Manizales"
176,Proveedor,Grupo Comercial Xyz Corp,971452765-4,3134705235.0,grupocomerci@hotmail.com,"Carrera 62 #20-59, Ibagué"
177,Proveedor,Cadena De Valor Sas Ltda,866428495-9,3212373555.0,cadenadevalo@yahoo.com,"Diagonal 68 #91-47, Bogotá"
178,Proveedor,Importadora Del Valle,953733435-8,3103760475.0,importadorad@empresa.co,"Transversal 57 #15-88, Barranquilla"
179,Cliente,Corporación Integral,814934623-7,3109610869.0,corporacióni@outlook.com,"Diagonal 73 #8-72, Bucaramanga"
180,Proveedor,Grupo Comercial Xyz Corp,906286672-4,3211050591.0,grupocomerci@hotmail.com,"Transversal 10 #6-55, Pereira"
181,Proveedor,Cadena De Valor Sas,926720648-0,3127859648.0,cadenadevalo@hotmail.com,"Carrera 99 #83-94, Manizales"
182,Cliente,Distribuidora Latina Ltda,900836581-1,3183231198.0,distribuidor@empresa.co,"Calle 23 #69-51, Cúcuta"
183,Cliente,Distribuciones Andinas,924286662-8,3149924365.0,distribucion@outlook.com,Sin dirección
184,Cliente,Importadora Del Valle,965067190-0,3114457475.0,importadorad@gmail.com,"Calle 77 #5-58, Ibagué"
185,Proveedor,Comercial Del Norte Sas,907982282-7,3114645172.0,comercialdel@gmail.com,"Carrera 65 #38-30, Ibagué"
186,Cliente,Globaltrade Colombia Corp,863593442-4,3503403511.0,globaltradec@yahoo.com,"Carrera 53 #39-36, Medellín"
187,Proveedor,Nexo Comercial Corp,968038753-6,3169315137.0,nexocomercia@gmail.com,"Avenida 83 #86-49, Cúcuta"
188,Proveedor,Almacenes Progreso Ltda,880500704-6,3108944327.0,almacenespro@hotmail.com,"Carrera 39 #91-19, Bucaramanga"
189,Cliente,Cadena De Valor Sas Ltda,949595524-8,3107516590.0,cadenadevalo@hotmail.com,"Avenida 27 #43-83, Bogotá"
190,Proveedor,Soluciones Empresariales,813834258-4,3141663497.0,solucionesem@gmail.com,"Carrera 103 #98-76, Cúcuta"
191,Cliente,Logística Express Sa,804116111-3,3504188068.0,logísticaexp@gmail.com,"Diagonal 118 #32-90, Ibagué"
192,Cliente,Distribuidora Latina Sas,875983125-6,3159953163.0,distribuidor@empresa.co,"Avenida 34 #47-66, Bucaramanga"
193,Proveedor,Corporación Integral Sa,899510345-5,3141766977.0,corporacióni@yahoo.com,"Carrera 95 #19-3, Cartagena"
194,Cliente,Nexo Comercial & Cía,879240076-2,3116534221.0,nexocomercia@hotmail.com,"Diagonal 73 #32-64, Cúcuta"
195,Cliente,Inversiones Omega Sa,Sin documento,3153822492.0,inversioneso@empresa.co,"Carrera 18 #93-70, Bucaramanga"
196,Proveedor,Cadena De Valor Sas Corp,940645258-0,Sin teléfono,cadenadevalo@gmail.com,"Calle 53 #18-81, Barranquilla"
197,Proveedor,Proveedores Unidos,935756646-7,3132014184.0,Sin correo,"Transversal 117 #62-85, Bucaramanga"
198,Cliente,Cadena De Valor Sas & Cía,803181221-0,3165609384.0,cadenadevalo@yahoo.com,"Avenida 3 #65-90, Manizales"
199,Proveedor,Techsupply Sas,940763634-2,Sin teléfono,techsupplysa@yahoo.com,"Transversal 33 #46-35, Manizales"
200,Proveedor,Distribuidora Latina Ltda,987162948-3,3122352527.0,distribuidor@gmail.com,"Calle 52 #49-49, Cúcuta"
201,Proveedor,Distribuciones Andinas Corp,822195886-7,3218279795.0,distribucion@empresa.co,"Transversal 110 #13-68, Medellín"
202,Cliente,Nexo Comercial Ltda,812498883-1,3185703878.0,Sin correo,"Transversal 85 #5-23, Pereira"
203,Proveedor,Logística Express & Cía,991317008-6,3502290796.0,logísticaexp@empresa.co,"Carrera 73 #31-73, Manizales"
204,Cliente,Cadena De Valor Sas Sa,998573833-2,3202315798.0,cadenadevalo@yahoo.com,"Avenida 7 #13-56, Barranquilla"
205,Cliente,Inversiones Omega & Cía,887611064-0,3185585666.0,inversioneso@outlook.com,"Diagonal 30 #46-71, Manizales"
206,Cliente,Nexo Comercial Corp,823003339-9,3125134741.0,nexocomercia@gmail.com,"Calle 35 #20-49, Cali"
207,Proveedor,Inversiones Omega Sa,824567329-0,3128461429.0,inversioneso@empresa.co,"Avenida 14 #17-12, Cali"
208,Cliente,Cadena De Valor Sas & Cía,827727484-0,3016937696.0,Sin correo,"Calle 77 #77-42, Manizales"
210,Proveedor,Abastecedores Nacionales Ltda,816983147-2,3145629871.0,abastecedore@outlook.com,"Avenida 62 #10-47, Cartagena"
211,Proveedor,Corporación Integral & Cía,922906297-1,3106111313.0,corporacióni@gmail.com,"Diagonal 43 #80-49, Pereira"
212,Proveedor,Almacenes Progreso Corp,880647482-5,3174369728.0,almacenespro@outlook.com,"Avenida 23 #51-41, Cartagena"
213,Proveedor,Corporación Integral & Cía,887479421-6,3127592357.0,corporacióni@empresa.co,"Calle 120 #73-26, Ibagué"
214,Proveedor,Techsupply Sas Corp,995209851-7,3194517316.0,techsupplysa@outlook.com,"Avenida 107 #89-9, Manizales"
215,Cliente,Proveedores Unidos Corp,864967062-4,3183586094.0,proveedoresu@outlook.com,"Diagonal 10 #58-77, Bucaramanga"
216,Cliente,Cadena De Valor Sas & Cía,945933648-0,3207031903.0,cadenadevalo@yahoo.com,"Transversal 82 #11-14, Barranquilla"
217,Proveedor,Soluciones Empresariales Sas,951188294-6,3206563269.0,solucionesem@outlook.com,"Calle 2 #13-34, Barranquilla"
219,Proveedor,Suministros Globales,893503760-4,3138639213.0,suministrosg@hotmail.com,"Transversal 62 #45-61, Bogotá"
220,Proveedor,Red De Proveedores Sa,880601526-0,3202930810.0,reddeproveed@gmail.com,"Avenida 83 #14-87, Cali"
221,Proveedor,Mercantil Del Sur & Cía,Sin documento,3138153291.0,mercantildel@outlook.com,"Carrera 103 #52-81, Cali"
222,Proveedor,Almacenes Progreso Ltda,997941182-9,3504310554.0,almacenespro@outlook.com,"Transversal 55 #50-1, Barranquilla"
